district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,votes,electorate_type,constituency_code,contest_status
New York 22nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Claudia Tenney,Republican,0,319638,6930,326568,0,159820,0,first,,,"Keith D. Price, Jr.",Libertarian,6780,New York,3622,official
New York 22nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Claudia Tenney,Republican,0,319638,6930,326568,0,159820,0,first,,,Scattering,Write-in,771,New York,3622,official
New York 23rd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Tom Reed,Republican,0,313842,10173,324015,0,156922,0,first,,,Tom Reed,Republican,181060,New York,3623,official
New York 23rd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Tom Reed,Republican,0,313842,10173,324015,0,156922,0,first,,,Tracy Mitrano,Democratic,129014,New York,3623,official
New York 23rd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Tom Reed,Republican,0,313842,10173,324015,0,156922,0,first,,,Andrew M. Kolstee,Libertarian,3650,New York,3623,official
New York 23rd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Tom Reed,Republican,0,313842,10173,324015,0,156922,0,first,,,Scattering,Write-in,118,New York,3623,official
New York 24th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,John Katko,Republican,0,343624,8515,352139,0,171813,0,first,,,John Katko,Republican,182567,New York,3624,official
New York 24th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,John Katko,Republican,0,343624,8515,352139,0,171813,0,first,,,Dana Balter,Democratic,147638,New York,3624,official
New York 24th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,John Katko,Republican,0,343624,8515,352139,0,171813,0,first,,,Steven Williams,Working Families,13232,New York,3624,official
New York 24th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,John Katko,Republican,0,343624,8515,352139,0,171813,0,first,,,Scattering,Write-in,187,New York,3624,official
New York 25th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Joseph D. Morelle,Democratic,0,348098,19279,367377,0,174050,0,first,,,Joseph D. Morelle,Democratic,206396,New York,3625,official
New York 25th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Joseph D. Morelle,Democratic,0,348098,19279,367377,0,174050,0,first,,,George Mitris,Republican,136198,New York,3625,official
New York 25th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Joseph D. Morelle,Democratic,0,348098,19279,367377,0,174050,0,first,,,Kevin A. Wilson,Libertarian,5325,New York,3625,official
New York 25th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Joseph D. Morelle,Democratic,0,348098,19279,367377,0,174050,0,first,,,Scattering,Write-in,179,New York,3625,official
New York 26th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Brian Higgins,Democratic,0,319835,17910,337745,0,159918,0,first,,,Brian Higgins,Democratic,223276,New York,3626,official
New York 26th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Brian Higgins,Democratic,0,319835,17910,337745,0,159918,0,first,,,"Ricky T. Donovan, Sr.",Republican,91687,New York,3626,official
New York 26th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Brian Higgins,Democratic,0,319835,17910,337745,0,159918,0,first,,,Michael P. Raleigh,Green,4628,New York,3626,official
New York 26th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Brian Higgins,Democratic,0,319835,17910,337745,0,159918,0,first,,,Scattering,Write-in,244,New York,3626,official
New York 27th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Chris Jacobs,Republican,0,383608,14583,398191,0,191805,0,first,,,Chris Jacobs,Republican,229044,New York,3627,official
New York 27th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Chris Jacobs,Republican,0,383608,14583,398191,0,191805,0,first,,,Nathan D. McMurray,Democratic,149559,New York,3627,official
New York 27th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Chris Jacobs,Republican,0,383608,14583,398191,0,191805,0,first,,,Duane J. Whitmer,Libertarian,4884,New York,3627,official
New York 27th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Chris Jacobs,Republican,0,383608,14583,398191,0,191805,0,first,,,Scattering,Write-in,121,New York,3627,official
New York 2nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Andrew R. Garbarino,Republican,0,335012,23427,358439,0,167507,0,first,,,Andrew R. Garbarino,Republican,177353,New York,3602,official
New York 2nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Andrew R. Garbarino,Republican,0,335012,23427,358439,0,167507,0,first,,,Jackie Gordon,Democratic,154123,New York,3602,official
New York 2nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Andrew R. Garbarino,Republican,0,335012,23427,358439,0,167507,0,first,,,Harry R. Burger,Green,3446,New York,3602,official
New York 2nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Andrew R. Garbarino,Republican,0,335012,23427,358439,0,167507,0,first,,,Scattering,Write-in,90,New York,3602,official
New York 3rd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Thomas R. Suozzi,Democratic,0,372612,26089,398701,0,186307,0,first,,,Thomas R. Suozzi,Democratic,208412,New York,3603,official
New York 3rd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Thomas R. Suozzi,Democratic,0,372612,26089,398701,0,186307,0,first,,,George A. D. Santos,Republican,161907,New York,3603,official
New York 3rd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Thomas R. Suozzi,Democratic,0,372612,26089,398701,0,186307,0,first,,,Howard Rabin,Libertarian,2154,New York,3603,official
New York 3rd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Thomas R. Suozzi,Democratic,0,372612,26089,398701,0,186307,0,first,,,Scattering,Write-in,139,New York,3603,official
New York 4th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Kathleen M. Rice,Democratic,0,355912,29103,385015,0,177957,0,first,,,Kathleen M. Rice,Democratic,199762,New York,3604,official
New York 4th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Kathleen M. Rice,Democratic,0,355912,29103,385015,0,177957,0,first,,,Douglas L. Tuman,Republican,153007,New York,3604,official
New York 4th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Kathleen M. Rice,Democratic,0,355912,29103,385015,0,177957,0,first,,,Joseph R. Naham,Green,3024,New York,3604,official
New York 4th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Kathleen M. Rice,Democratic,0,355912,29103,385015,0,177957,0,first,,,Scattering,Write-in,119,New York,3604,official
New York 5th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Gregory W. Meeks,Democratic,0,230679,47230,277909,0,115340,0,first,,,Gregory W. Meeks,Democratic,229125,New York,3605,official
New York 5th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Gregory W. Meeks,Democratic,0,230679,47230,277909,0,115340,0,first,,,Scattering,Write-in,1554,New York,3605,official
New York 6th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Grace Meng,Democratic,0,233914,15579,249493,0,116958,0,first,,,Grace Meng,Democratic,158862,New York,3606,official
New York 6th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Grace Meng,Democratic,0,233914,15579,249493,0,116958,0,first,,,Thomas J. Zmich,Republican,74829,New York,3606,official
New York 6th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Grace Meng,Democratic,0,233914,15579,249493,0,116958,0,first,,,Scattering,Write-in,223,New York,3606,official
New York 7th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Nydia M. Velázquez,Democratic,0,225453,9716,235169,0,112727,0,first,,,Nydia M. Velázquez,Democratic,191073,New York,3607,official
New York 7th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Nydia M. Velázquez,Democratic,0,225453,9716,235169,0,112727,0,first,,,Brian W. Kelly,Republican,32520,New York,3607,official
New York 7th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Nydia M. Velázquez,Democratic,0,225453,9716,235169,0,112727,0,first,,,Gilbert Midonnet,Libertarian,1522,New York,3607,official
New York 7th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Nydia M. Velázquez,Democratic,0,225453,9716,235169,0,112727,0,first,,,Scattering,Write-in,338,New York,3607,official
New York 8th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Hakeem S. Jeffries,Democratic,0,277169,8566,285735,0,138585,0,first,,,Hakeem S. Jeffries,Democratic,234933,New York,3608,official
New York 8th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Hakeem S. Jeffries,Democratic,0,277169,8566,285735,0,138585,0,first,,,Garfield H. Wallace,Republican,42007,New York,3608,official
New York 8th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Hakeem S. Jeffries,Democratic,0,277169,8566,285735,0,138585,0,first,,,Scattering,Write-in,229,New York,3608,official
New York 9th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Yvette D. Clarke,Democratic,0,277248,10164,287412,0,138625,0,first,,,Yvette D. Clarke,Democratic,230221,New York,3609,official
New York 9th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Yvette D. Clarke,Democratic,0,277248,10164,287412,0,138625,0,first,,,Constantine Jean-Pierre,Republican,43950,New York,3609,official
New York 9th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Yvette D. Clarke,Democratic,0,277248,10164,287412,0,138625,0,first,,,Gary Popkin,Libertarian,1644,New York,3609,official
New York 9th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Yvette D. Clarke,Democratic,0,277248,10164,287412,0,138625,0,first,,,Joel B. Anabilah-Azumah,Serve America Movement,1052,New York,3609,official
New York 9th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Yvette D. Clarke,Democratic,0,277248,10164,287412,0,138625,0,first,,,Scattering,Write-in,381,New York,3609,official
North Carolina 10th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Patrick T. McHenry,Republican,0,412284,0,412284,0,206143,0,first,,,Patrick T. McHenry,Republican,284095,North Carolina,3710,official
North Carolina 10th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Patrick T. McHenry,Republican,0,412284,0,412284,0,206143,0,first,,,David Parker,Democratic,128189,North Carolina,3710,official
North Carolina 11th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Madison Cawthorn,Republican,0,450145,0,450145,0,225073,0,first,,,Madison Cawthorn,Republican,245351,North Carolina,3711,official
North Carolina 11th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Madison Cawthorn,Republican,0,450145,0,450145,0,225073,0,first,,,Moe Davis,Democratic,190609,North Carolina,3711,official
North Carolina 11th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Madison Cawthorn,Republican,0,450145,0,450145,0,225073,0,first,,,Tracey DeBruhl,Libertarian,8682,North Carolina,3711,official
North Carolina 11th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Madison Cawthorn,Republican,0,450145,0,450145,0,225073,0,first,,,Tamara Zwinak,Green,5503,North Carolina,3711,official
North Carolina 12th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Alma S. Adams,Democratic,0,341457,0,341457,0,170729,0,first,,,Alma S. Adams,Democratic,341457,North Carolina,3712,uncontested
North Carolina 13th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Ted Budd,Republican,0,391865,0,391865,0,195933,0,first,,,Ted Budd,Republican,267181,North Carolina,3713,official
North Carolina 13th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Ted Budd,Republican,0,391865,0,391865,0,195933,0,first,,,Scott Huffman,Democratic,124684,North Carolina,3713,official
North Carolina 1st,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,G. K. Butterfield,Democratic,0,348618,0,348618,0,174310,0,first,,,G. K. Butterfield,Democratic,188870,North Carolina,3701,official
North Carolina 1st,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,G. K. Butterfield,Democratic,0,348618,0,348618,0,174310,0,first,,,Sandy Smith,Republican,159748,North Carolina,3701,official
North Carolina 2nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Deborah K. Ross,Democratic,0,495345,0,495345,0,247673,0,first,,,Deborah K. Ross,Democratic,311887,North Carolina,3702,official
North Carolina 2nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Deborah K. Ross,Democratic,0,495345,0,495345,0,247673,0,first,,,Alan D. Swain,Republican,172544,North Carolina,3702,official
